School Code,School,Attendance Year,School Type,School Category,Remoteness Area,Region,Local Government Area,State Electorate,FTE Days Attended,Possible Attendance Days,Attendance Rate,Official Low Year Level,Official High Year Level,Suburb,Post Code,All Student Count,Longitude,Latitude
2107,Deception Bay State High School,2017,State High School,Secondary,Major Cities of Australia,North Coast,Moreton Bay (R),Bancroft,76362.5,87379.0,87.4,Year 7,Year 12,Deception Bay,4508,1120.0,153.0305,-27.199998
2107,Deception Bay State High School,2018,State High School,Secondary,Major Cities of Australia,North Coast,Moreton Bay (R),Bancroft,75398.5,89235.0,84.5,Year 7,Year 12,Deception Bay,4508,1120.0,153.0305,-27.199998
2107,Deception Bay State High School,2019,State High School,Secondary,Major Cities of Australia,North Coast,Moreton Bay (R),Bancroft,74996.5,89908.5,83.4,Year 7,Year 12,Deception Bay,4508,1120.0,153.0305,-27.199998
237,Deception Bay State School,2015,State School,Primary,Major Cities of Australia,North Coast,Moreton Bay (R),Bancroft,32211.0,35857.0,89.8,Prep Year,Year 6,Deception Bay,4508,343.0,153.029448,-27.190687
237,Deception Bay State School,2016,State School,Primary,Major Cities of Australia,North Coast,Moreton Bay (R),Bancroft,31985.0,35877.0,89.2,Prep Year,Year 6,Deception Bay,4508,343.0,153.029448,-27.190687
237,Deception Bay State School,2017,State School,Primary,Major Cities of Australia,North Coast,Moreton Bay (R),Bancroft,33114.0,36766.0,90.1,Prep Year,Year 6,Deception Bay,4508,343.0,153.029448,-27.190687
237,Deception Bay State School,2018,State School,Primary,Major Cities of Australia,North Coast,Moreton Bay (R),Bancroft,30308.5,34278.5,88.4,Prep Year,Year 6,Deception Bay,4508,343.0,153.029448,-27.190687
237,Deception Bay State School,2019,State School,Primary,Major Cities of Australia,North Coast,Moreton Bay (R),Bancroft,28464.0,32588.5,87.3,Prep Year,Year 6,Deception Bay,4508,343.0,153.029448,-27.190687
9916,Deebing Heights State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Ipswich,8250.0,8580.0,96.2,Prep Year,Year 6,Deebing Heights,4306,431.0,152.75,-27.673333
9916,Deebing Heights State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Ipswich,16432.5,17185.0,95.6,Prep Year,Year 6,Deebing Heights,4306,431.0,152.75,-27.673333
9916,Deebing Heights State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Ipswich,28541.5,30006.0,95.1,Prep Year,Year 6,Deebing Heights,4306,431.0,152.75,-27.673333
9916,Deebing Heights State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Ipswich,38596.5,40907.0,94.4,Prep Year,Year 6,Deebing Heights,4306,431.0,152.75,-27.673333
683,Delaneys Creek State School,2015,State School,Primary,Inner Regional Australia,North Coast,Moreton Bay (R),Glass House,13772.5,14606.0,94.3,Prep Year,Year 6,Delaneys Creek,4514,172.0,152.795495,-26.999008
683,Delaneys Creek State School,2016,State School,Primary,Inner Regional Australia,North Coast,Moreton Bay (R),Glass House,13631.0,14373.0,94.8,Prep Year,Year 6,Delaneys Creek,4514,172.0,152.795495,-26.999008
683,Delaneys Creek State School,2017,State School,Primary,Inner Regional Australia,North Coast,Moreton Bay (R),Glass House,11868.0,12781.0,92.9,Prep Year,Year 6,Delaneys Creek,4514,172.0,152.795495,-26.999008
683,Delaneys Creek State School,2018,State School,Primary,Inner Regional Australia,North Coast,Moreton Bay (R),Glass House,13809.5,14906.0,92.6,Prep Year,Year 6,Delaneys Creek,4514,172.0,152.795495,-26.999008
683,Delaneys Creek State School,2019,State School,Primary,Inner Regional Australia,North Coast,Moreton Bay (R),Glass House,15627.5,17004.0,91.9,Prep Year,Year 6,Delaneys Creek,4514,172.0,152.795495,-26.999008
392,Denison State School,2015,State School,Primary,Outer Regional Australia,Central Queensland,Central Highlands (R),Gregory,42129.5,44844.0,93.9,Prep Year,Year 6,Emerald,4720,529.0,148.151294,-23.532222
392,Denison State School,2016,State School,Primary,Outer Regional Australia,Central Queensland,Central Highlands (R),Gregory,39003.5,41506.0,94.0,Prep Year,Year 6,Emerald,4720,529.0,148.151294,-23.532222
392,Denison State School,2017,State School,Primary,Outer Regional Australia,Central Queensland,Central Highlands (R),Gregory,43853.5,46716.0,93.9,Prep Year,Year 6,Emerald,4720,529.0,148.151294,-23.532222
392,Denison State School,2018,State School,Primary,Outer Regional Australia,Central Queensland,Central Highlands (R),Gregory,46472.0,49808.0,93.3,Prep Year,Year 6,Emerald,4720,529.0,148.151294,-23.532222
392,Denison State School,2019,State School,Primary,Outer Regional Australia,Central Queensland,Central Highlands (R),Gregory,46694.5,50676.0,92.1,Prep Year,Year 6,Emerald,4720,529.0,148.151294,-23.532222
837,Depot Hill State School,2015,State School,Primary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,3593.0,3961.0,90.7,Prep Year,Year 6,Depot Hill,4700,67.0,150.51763,-23.395981
837,Depot Hill State School,2016,State School,Primary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,3435.5,3871.0,88.7,Prep Year,Year 6,Depot Hill,4700,67.0,150.51763,-23.395981
837,Depot Hill State School,2017,State School,Primary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,4052.0,4617.0,87.8,Prep Year,Year 6,Depot Hill,4700,67.0,150.51763,-23.395981
837,Depot Hill State School,2018,State School,Primary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,4442.0,4844.0,91.7,Prep Year,Year 6,Depot Hill,4700,67.0,150.51763,-23.395981
837,Depot Hill State School,2019,State School,Primary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,5045.5,5569.0,90.6,Prep Year,Year 6,Depot Hill,4700,67.0,150.51763,-23.395981
1226,Dimbulah State School,2015,State School,Combined,Outer Regional Australia,Far North Queensland,Mareeba (S),Hill,12735.0,14305.0,89.0,Prep Year,Year 10,Dimbulah,4872,152.0,145.113194,-17.148986
1226,Dimbulah State School,2016,State School,Combined,Outer Regional Australia,Far North Queensland,Mareeba (S),Hill,13905.0,15637.0,88.9,Prep Year,Year 10,Dimbulah,4872,152.0,145.113194,-17.148986
1226,Dimbulah State School,2017,State School,Combined,Outer Regional Australia,Far North Queensland,Mareeba (S),Hill,12907.5,14297.0,90.3,Prep Year,Year 10,Dimbulah,4872,152.0,145.113194,-17.148986
1226,Dimbulah State School,2018,State School,Combined,Outer Regional Australia,Far North Queensland,Mareeba (S),Hill,13473.5,15229.0,88.5,Prep Year,Year 10,Dimbulah,4872,152.0,145.113194,-17.148986
1226,Dimbulah State School,2019,State School,Combined,Outer Regional Australia,Far North Queensland,Mareeba (S),Hill,12543.0,14291.0,87.8,Prep Year,Year 10,Dimbulah,4872,152.0,145.113194,-17.148986
266,Dingo State School,2015,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,3037.5,3186.0,95.3,Early Childhood,Year 6,Dingo,4702,64.0,149.330223,-23.645501
266,Dingo State School,2016,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,3870.5,4164.0,93.0,Early Childhood,Year 6,Dingo,4702,64.0,149.330223,-23.645501
266,Dingo State School,2017,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,4222.5,4632.0,91.2,Early Childhood,Year 6,Dingo,4702,64.0,149.330223,-23.645501
266,Dingo State School,2018,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,4558.0,4929.0,92.5,Early Childhood,Year 6,Dingo,4702,64.0,149.330223,-23.645501
266,Dingo State School,2019,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,4715.0,5040.0,93.6,Early Childhood,Year 6,Dingo,4702,64.0,149.330223,-23.645501
1001,Dirranbandi P-10 State School,2015,State School,Combined,Very Remote Australia,Darling Downs South West,Balonne (S),Warrego,7430.5,8787.0,84.6,Prep Year,Year 10,Dirranbandi,4486,62.0,148.230059,-28.577086
1001,Dirranbandi P-10 State School,2016,State School,Combined,Very Remote Australia,Darling Downs South West,Balonne (S),Warrego,5529.0,6459.0,85.6,Prep Year,Year 10,Dirranbandi,4486,62.0,148.230059,-28.577086
1001,Dirranbandi P-10 State School,2017,State School,Combined,Very Remote Australia,Darling Downs South West,Balonne (S),Warrego,5191.0,5828.0,89.1,Prep Year,Year 10,Dirranbandi,4486,62.0,148.230059,-28.577086
1001,Dirranbandi P-10 State School,2018,State School,Combined,Very Remote Australia,Darling Downs South West,Balonne (S),Warrego,4350.5,4993.5,87.1,Prep Year,Year 10,Dirranbandi,4486,62.0,148.230059,-28.577086
1001,Dirranbandi P-10 State School,2019,State School,Combined,Very Remote Australia,Darling Downs South West,Balonne (S),Warrego,4798.5,5497.0,87.3,Prep Year,Year 10,Dirranbandi,4486,62.0,148.230059,-28.577086
330,Doomadgee State School,2015,State School,Combined,Very Remote Australia,North Queensland,Doomadgee (S),Traeger,17575.5,30375.0,57.9,Early Childhood,Year 10,Doomadgee,4830,334.0,138.827787,-17.942059
330,Doomadgee State School,2016,State School,Combined,Very Remote Australia,North Queensland,Doomadgee (S),Traeger,19390.0,33521.5,57.8,Early Childhood,Year 10,Doomadgee,4830,334.0,138.827787,-17.942059
330,Doomadgee State School,2017,State School,Combined,Very Remote Australia,North Queensland,Doomadgee (S),Traeger,19176.5,33285.0,57.6,Early Childhood,Year 10,Doomadgee,4830,334.0,138.827787,-17.942059
330,Doomadgee State School,2018,State School,Combined,Very Remote Australia,North Queensland,Doomadgee (S),Traeger,18850.0,31143.0,60.5,Early Childhood,Year 10,Doomadgee,4830,334.0,138.827787,-17.942059
330,Doomadgee State School,2019,State School,Combined,Very Remote Australia,North Queensland,Doomadgee (S),Traeger,17696.0,31133.0,56.8,Early Childhood,Year 10,Doomadgee,4830,334.0,138.827787,-17.942059
31,Drayton State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,28249.5,30277.0,93.3,Prep Year,Year 6,Drayton,4350,278.0,151.911785,-27.60259
31,Drayton State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,28024.5,29984.5,93.5,Prep Year,Year 6,Drayton,4350,278.0,151.911785,-27.60259
31,Drayton State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,28295.5,30791.0,91.9,Prep Year,Year 6,Drayton,4350,278.0,151.911785,-27.60259
31,Drayton State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,28489.0,30759.0,92.6,Prep Year,Year 6,Drayton,4350,278.0,151.911785,-27.60259
31,Drayton State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,24298.0,26540.5,91.6,Prep Year,Year 6,Drayton,4350,278.0,151.911785,-27.60259
889,Drillham State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,2830.5,2928.0,96.7,Prep Year,Year 6,Drillham,4424,42.0,149.981561,-26.644352
889,Drillham State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,2940.0,3061.0,96.0,Prep Year,Year 6,Drillham,4424,42.0,149.981561,-26.644352
889,Drillham State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,2583.5,2649.0,97.5,Prep Year,Year 6,Drillham,4424,42.0,149.981561,-26.644352
889,Drillham State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,3363.5,3575.0,94.1,Prep Year,Year 6,Drillham,4424,42.0,149.981561,-26.644352
889,Drillham State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,3708.0,3854.0,96.2,Prep Year,Year 6,Drillham,4424,42.0,149.981561,-26.644352
342,Duaringa State School,2015,State School,Primary,Outer Regional Australia,Central Queensland,Central Highlands (R),Gregory,1807.5,1925.0,93.9,Early Childhood,Year 6,Duaringa,4712,22.0,149.668485,-23.715905
342,Duaringa State School,2016,State School,Primary,Outer Regional Australia,Central Queensland,Central Highlands (R),Gregory,1357.5,1419.0,95.7,Early Childhood,Year 6,Duaringa,4712,22.0,149.668485,-23.715905
342,Duaringa State School,2017,State School,Primary,Outer Regional Australia,Central Queensland,Central Highlands (R),Gregory,1876.0,1989.0,94.3,Early Childhood,Year 6,Duaringa,4712,22.0,149.668485,-23.715905
342,Duaringa State School,2018,State School,Primary,Outer Regional Australia,Central Queensland,Central Highlands (R),Gregory,1816.0,1985.0,91.5,Early Childhood,Year 6,Duaringa,4712,22.0,149.668485,-23.715905
342,Duaringa State School,2019,State School,Primary,Outer Regional Australia,Central Queensland,Central Highlands (R),Gregory,1473.0,1629.0,90.4,Early Childhood,Year 6,Duaringa,4712,22.0,149.668485,-23.715905
1170,Dulacca State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,2060.0,2182.0,94.4,Prep Year,Year 6,Dulacca,4425,21.0,149.756907,-26.642346
1170,Dulacca State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,2038.5,2186.0,93.3,Prep Year,Year 6,Dulacca,4425,21.0,149.756907,-26.642346
1170,Dulacca State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,2291.5,2565.0,89.3,Prep Year,Year 6,Dulacca,4425,21.0,149.756907,-26.642346
1170,Dulacca State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,1966.0,2131.0,92.3,Prep Year,Year 6,Dulacca,4425,21.0,149.756907,-26.642346
1170,Dulacca State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,1923.0,2082.0,92.4,Prep Year,Year 6,Dulacca,4425,21.0,149.756907,-26.642346
1779,Dundula State School,2015,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Mirani,3381.5,3860.0,87.6,Prep Year,Year 6,Bakers Creek,4740,75.0,149.148773,-21.201691
1779,Dundula State School,2016,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Mirani,3384.5,3754.0,90.2,Prep Year,Year 6,Bakers Creek,4740,75.0,149.148773,-21.201691
1779,Dundula State School,2017,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Mirani,4867.5,5211.0,93.4,Prep Year,Year 6,Bakers Creek,4740,75.0,149.148773,-21.201691
1779,Dundula State School,2018,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Mirani,5364.5,6062.0,88.5,Prep Year,Year 6,Bakers Creek,4740,75.0,149.148773,-21.201691
1779,Dundula State School,2019,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Mirani,6036.5,6854.0,88.1,Prep Year,Year 6,Bakers Creek,4740,75.0,149.148773,-21.201691
934,Dunkeld State School,2015,State School,Primary,Remote Australia,Darling Downs South West,Maranoa (R),Warrego,731.0,768.0,95.2,Early Childhood,Year 6,Dunkeld,4465,6.0,148.06037,-26.957982
934,Dunkeld State School,2016,State School,Primary,Remote Australia,Darling Downs South West,Maranoa (R),Warrego,753.0,852.0,88.4,Early Childhood,Year 6,Dunkeld,4465,6.0,148.06037,-26.957982
934,Dunkeld State School,2017,State School,Primary,Remote Australia,Darling Downs South West,Maranoa (R),Warrego,485.0,517.0,93.8,Early Childhood,Year 6,Dunkeld,4465,6.0,148.06037,-26.957982
934,Dunkeld State School,2018,State School,Primary,Remote Australia,Darling Downs South West,Maranoa (R),Warrego,271.0,301.0,90.0,Early Childhood,Year 6,Dunkeld,4465,6.0,148.06037,-26.957982
934,Dunkeld State School,2019,State School,Primary,Remote Australia,Darling Downs South West,Maranoa (R),Warrego,305.5,326.0,93.7,Early Childhood,Year 6,Dunkeld,4465,6.0,148.06037,-26.957982
784,Dunwich State School,2015,State School,Primary,Remote Australia,South East,Redland (C),Oodgeroo,13267.0,14632.0,90.7,Prep Year,Year 6,Dunwich,4183,185.0,153.404125,-27.49602
784,Dunwich State School,2016,State School,Primary,Remote Australia,South East,Redland (C),Oodgeroo,14189.0,15595.0,91.0,Prep Year,Year 6,Dunwich,4183,185.0,153.404125,-27.49602
784,Dunwich State School,2017,State School,Primary,Remote Australia,South East,Redland (C),Oodgeroo,14284.0,15789.0,90.5,Prep Year,Year 6,Dunwich,4183,185.0,153.404125,-27.49602
784,Dunwich State School,2018,State School,Primary,Remote Australia,South East,Redland (C),Oodgeroo,15221.0,17070.0,89.2,Prep Year,Year 6,Dunwich,4183,185.0,153.404125,-27.49602
784,Dunwich State School,2019,State School,Primary,Remote Australia,South East,Redland (C),Oodgeroo,15668.5,17741.0,88.3,Prep Year,Year 6,Dunwich,4183,185.0,153.404125,-27.49602
959,Durack State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,49433.0,52883.0,93.5,Prep Year,Year 6,Durack,4077,659.0,152.981888,-27.597304
959,Durack State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,51584.5,54903.0,94.0,Prep Year,Year 6,Durack,4077,659.0,152.981888,-27.597304
959,Durack State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,51023.0,55012.0,92.7,Prep Year,Year 6,Durack,4077,659.0,152.981888,-27.597304
959,Durack State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,58171.0,62891.0,92.5,Prep Year,Year 6,Durack,4077,659.0,152.981888,-27.597304
